"Consumption Report (Jan 3 2015 to Dec 31 2016)"
Item," AP1"," AP2"," AR DOCS"," AR RENTALS"," AR SALES"," ADMIN"," AMD-OVP"," AMD-PREFERRED"," AMD-PREMIER"," AMD-PRESTIGE"," AMD-PROMINENT"," AMD-RENTALS"," AMD-TRAINING"," AMG"," AUDIT"," CRG"," CMG"," ERP"," FAG"," AP (SUBSIDIARIES)"," CONSOLIDATION"," GA (MEGAWORLD)"," GA (SUBSIDIARIES)"," PAYROLL"," IT"," LIBRARY"," MIG"," MKTG5"," MCD"," MSG-ACCOUNTING"," MSG-TREASURY"," CONTROLLERSHIP"," ARCHIVES"," TREASURY-28F"," TREASURY-DISBURSEMENT"," TREASURY-RECEIPT"," WHITE OR"," Total"
"NEWSPRINT SHORT"," 0"," 93"," 0"," 37"," 5"," 3"," 0"," 5"," 0"," 81"," 0"," 0"," 0"," 0"," 0"," 0"," 50"," 0"," 1"," 49"," 16"," 29"," 156"," 44"," 0"," 21"," 0"," 0"," 0"," 12"," 0"," 0"," 0"," 0"," 57"," 75"," 0",766
NOTEBOOK," 1"," 0"," 4"," 0"," 3"," 3"," 0"," 4"," 1"," 10"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 6"," 2"," 5"," 1"," 5"," 2"," 6"," 1"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0",64
NOTEBOOK," 0"," 12"," 1"," 0"," 1"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 4"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",26
"OPTICAL MOUSE "," 1"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1",8
"PAPER CLIP BIG"," 3"," 0"," 190"," 2"," 19"," 3"," 0"," 6"," 0"," 9"," 3"," 3"," 0"," 18"," 0"," 2"," 29"," 0"," 0"," 8"," 0"," 0"," 1"," 15"," 1"," 10"," 2"," 0"," 0"," 0"," 0"," 0"," 40"," 0"," 5"," 26"," 0",401
"PAPER CLIP SMALL"," 2"," 0"," 60"," 4"," 25"," 1"," 0"," 4"," 0"," 8"," 6"," 8"," 0"," 12"," 0"," 2"," 9"," 0"," 1"," 8"," 14"," 15"," 31"," 10"," 5"," 10"," 7"," 0"," 0"," 3"," 0"," 0"," 65"," 0"," 6"," 26"," 0",345
"PENCIL MONGOL"," 11"," 53"," 8"," 20"," 37"," 0"," 1"," 15"," 0"," 5"," 0"," 9"," 0"," 2"," 0"," 6"," 34"," 2"," 1"," 1"," 5"," 0"," 1"," 0"," 10"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0",252
"PENTEL PEN BLACK"," 22"," 11"," 8"," 2"," 1"," 0"," 0"," 4"," 2"," 4"," 1"," 0"," 25"," 3"," 0"," 0"," 14"," 0"," 0"," 0"," 0"," 6"," 23"," 14"," 22"," 2"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 5"," 10"," 2",201
"PENTEL PEN BLUE"," 2"," 3"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 4"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 2"," 4"," 0",27
"PENTEL PEN RED"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0",10
"PENTEL PEN WB BLACK"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 4"," 0"," 3"," 2"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 3"," 0"," 0"," 23"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 3"," 0",58
"PENTEL PEN WB BLUE"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0",18
"PENTEL PEN WB RED"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",4
"PILOT BX-V5 SIGNPEN BLACK"," 13"," 61"," 27"," 17"," 65"," 3"," 17"," 38"," 37"," 78"," 45"," 27"," 23"," 34"," 0"," 7"," 64"," 6"," 8"," 20"," 3"," 25"," 5"," 20"," 20"," 0"," 3"," 0"," 0"," 3"," 0"," 0"," 16"," 0"," 48"," 15"," 5",779
"PILOT BX-V5 SIGNPEN BLUE"," 81"," 129"," 27"," 9"," 91"," 0"," 12"," 14"," 30"," 51"," 40"," 2"," 3"," 14"," 0"," 7"," 65"," 2"," 3"," 17"," 1"," 21"," 2"," 9"," 0"," 2"," 0"," 0"," 0"," 9"," 0"," 0"," 16"," 0"," 13"," 13"," 5",703
"PILOT BX-V5 SIGNPEN GREEN"," 0"," 3"," 25"," 4"," 30"," 2"," 0"," 3"," 6"," 11"," 13"," 1"," 8"," 24"," 0"," 0"," 15"," 0"," 0"," 13"," 0"," 8"," 1"," 8"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 38"," 0",216
"PILOT BX-V5 SIGNPEN PURPLE"," 0"," 0"," 37"," 0"," 20"," 5"," 0"," 7"," 7"," 26"," 4"," 0"," 8"," 6"," 0"," 0"," 17"," 0"," 0"," 7"," 0"," 1"," 1"," 1"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 128"," 0",281
"PILOT BX-V5 SIGNPEN RED"," 5"," 15"," 0"," 2"," 5"," 1"," 0"," 1"," 0"," 6"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 9"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 4"," 8"," 0",75
"PILOT BX-V5 SIGNPEN RED"," 37"," 62"," 8"," 18"," 27"," 4"," 12"," 1"," 0"," 0"," 4"," 1"," 7"," 7"," 0"," 0"," 7"," 0"," 0"," 5"," 0"," 8"," 1"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 12"," 37"," 0",273
PUNCHER," 1"," 0"," 9"," 0"," 3"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 1"," 0"," 1"," 0"," 0",29
"RUBBER BAND BIG"," 0"," 0"," 0"," 0"," 10"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 5"," 0"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 12"," 2"," 0",37
"RUBBER BAND SMALL"," 0"," 0"," 10"," 2"," 21"," 3"," 0"," 0"," 3"," 3"," 4"," 7"," 0"," 18"," 0"," 1"," 7"," 0"," 0"," 7"," 0"," 0"," 18"," 8"," 1"," 0"," 3"," 0"," 0"," 1"," 0"," 0"," 4"," 0"," 71"," 71"," 15",321
RULER," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 4"," 0"," 0"," 2"," 0",17
SCISSOR," 1"," 0"," 0"," 1"," 6"," 0"," 0"," 0"," 0"," 3"," 4"," 2"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 3"," 0"," 0"," 5"," 2"," 5"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 6"," 0"," 0"," 4"," 0",51
"STABILO BLUE"," 1"," 9"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 4"," 0"," 0"," 7"," 0"," 0"," 1"," 0"," 5"," 4"," 2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 12"," 5"," 0",66
"STABILO GREEN"," 1"," 9"," 4"," 0"," 5"," 0"," 0"," 2"," 0"," 4"," 3"," 0"," 0"," 5"," 0"," 0"," 6"," 0"," 0"," 8"," 3"," 2"," 9"," 2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 10"," 0",84
"STABILO ORANGE"," 2"," 15"," 3"," 0"," 11"," 0"," 0"," 3"," 0"," 4"," 0"," 1"," 0"," 5"," 0"," 0"," 6"," 0"," 1"," 10"," 4"," 7"," 6"," 2"," 0"," 0"," 1"," 0"," 0"," 4"," 0"," 0"," 2"," 0"," 0"," 9"," 0",108
"STABILO PINK"," 2"," 12"," 8"," 1"," 2"," 0"," 0"," 0"," 0"," 2"," 1"," 2"," 0"," 5"," 0"," 0"," 6"," 0"," 0"," 8"," 1"," 2"," 15"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 2"," 0"," 15"," 6"," 0",108
"STABILO YELLOW"," 0"," 17"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 6"," 0"," 0"," 2"," 0"," 0"," 6"," 0"," 0"," 9"," 5"," 12"," 14"," 8"," 3"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 21"," 0",125
"STAMP PAD INK BLUE"," 3"," 4"," 1"," 0"," 7"," 3"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 17"," 4"," 0",48
"STAPLE WIRE BIG"," 24"," 48"," 25"," 25"," 60"," 5"," 0"," 13"," 7"," 26"," 7"," 8"," 0"," 44"," 0"," 0"," 38"," 0"," 0"," 26"," 1"," 15"," 59"," 20"," 0"," 10"," 0"," 0"," 0"," 9"," 0"," 0"," 57"," 0"," 75"," 29"," 0",662
"STAPLER #35 "," 1"," 0"," 6"," 3"," 8"," 3"," 0"," 0"," 1"," 0"," 5"," 1"," 0"," 3"," 0"," 0"," 3"," 0"," 0"," 9"," 0"," 0"," 8"," 1"," 1"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 10"," 0"," 0",70
"TAPE DISPENSER BIG"," 0"," 0"," 0"," 0"," 2"," 1"," 0"," 0"," 0"," 2"," 1"," 1"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 0"," 0"," 1",19
"TAPE DOUBLE ADHESIVE WITH FOAM"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0",27
"TAPE DOUBLE ADHESIVE WITHOUT FOAM"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 1"," 0",27
"TAPE MASKING"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 15"," 0"," 0"," 0"," 10"," 40"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",74
"TAPE MASKING 1"""," 0"," 1"," 20"," 4"," 8"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 21"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",70
"TAPE PACKING 2'"," 0"," 14"," 0"," 0"," 0"," 10"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14"," 1"," 0"," 14"," 0"," 73"," 143"," 55"," 7"," 360"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 2",707
"TAPE SCOTCH 1'"," 0"," 52"," 95"," 20"," 15"," 11"," 1"," 26"," 23"," 27"," 32"," 8"," 2"," 45"," 0"," 5"," 85"," 1"," 0"," 65"," 7"," 19"," 65"," 30"," 15"," 400"," 1"," 0"," 0"," 9"," 0"," 0"," 42"," 0"," 18"," 16"," 11",1171
"TRANSMITTAL SHEET"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 2"," 5"," 2"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 5"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 1"," 0",29
"TRASH CAN"," 0"," 0"," 0"," 2"," 0"," 2"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0",19
ALCOHOL," 54"," 136"," 131"," 86"," 179"," 9"," 0"," 25"," 27"," 63"," 28"," 24"," 6"," 58"," 0"," 13"," 83"," 16"," 24"," 44"," 17"," 75"," 67"," 38"," 56"," 18"," 12"," 0"," 0"," 12"," 0"," 0"," 41"," 0"," 75"," 74"," 22",1591
Total,1354,1972,2338,935,3963,176,76,412,6355,18961,22613,8406,245,3021," 0",319,4726,67,55,1136,297,1485,2935,2182,560,2033,132," 0"," 0",695," 0",3,669," 0",670,1437,357,90585
