"Consumption Report (Mar 20 2015 to Apr 20 2016)"
Item," AP1"," AP2"," AR DOCS"," AR RENTALS"," AR SALES"," ADMIN"," AMD-OVP"," AMD-PREFERRED"," AMD-PREMIER"," AMD-PRESTIGE"," AMD-PROMINENT"," AMD-RENTALS"," AMD-TRAINING"," AMG"," AUDIT"," CRG"," CMG"," ERP"," FAG"," AP (SUBSIDIARIES)"," CONSOLIDATION"," GA (MEGAWORLD)"," GA (SUBSIDIARIES)"," PAYROLL"," IT"," LIBRARY"," MIG"," MKTG5"," MCD"," MSG-ACCOUNTING"," MSG-TREASURY"," CONTROLLERSHIP"," ARCHIVES"," TREASURY-28F"," TREASURY-DISBURSEMENT"," TREASURY-RECEIPT"," WHITE OR"," Total"
"NEWSPRINT SHORT"," 0"," 103"," 0"," 37"," 5"," 4"," 0"," 5"," 0"," 81"," 0"," 0"," 0"," 0"," 0"," 0"," 50"," 0"," 1"," 49"," 16"," 30"," 171"," 44"," 0"," 21"," 0"," 0"," 0"," 16"," 0"," 0"," 0"," 0"," 57"," 75"," 0",797
NOTEBOOK," 3"," 2"," 5"," 0"," 3"," 7"," 0"," 4"," 1"," 10"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 6"," 2"," 5"," 1"," 5"," 4"," 6"," 1"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0",75
NOTEBOOK," 0"," 12"," 1"," 0"," 1"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 4"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",26
"OPTICAL MOUSE "," 1"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1",10
"PAPER CLIP BIG"," 6"," 0"," 190"," 2"," 19"," 3"," 0"," 6"," 0"," 9"," 3"," 3"," 0"," 18"," 0"," 2"," 29"," 0"," 0"," 8"," 0"," 0"," 1"," 15"," 1"," 10"," 2"," 0"," 0"," 0"," 0"," 0"," 40"," 0"," 5"," 26"," 0",404
"PAPER CLIP SMALL"," 5"," 0"," 60"," 4"," 25"," 1"," 0"," 4"," 0"," 8"," 6"," 8"," 0"," 12"," 0"," 2"," 9"," 0"," 1"," 8"," 14"," 15"," 34"," 10"," 5"," 10"," 7"," 0"," 0"," 3"," 0"," 0"," 65"," 0"," 6"," 26"," 0",351
"PENCIL MONGOL"," 16"," 59"," 8"," 20"," 37"," 0"," 1"," 15"," 0"," 5"," 0"," 9"," 0"," 2"," 0"," 6"," 34"," 2"," 1"," 1"," 5"," 0"," 2"," 0"," 10"," 0"," 2"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0",265
"PENTEL PEN BLACK"," 23"," 18"," 8"," 2"," 1"," 0"," 0"," 4"," 2"," 4"," 1"," 0"," 25"," 3"," 0"," 0"," 19"," 0"," 0"," 0"," 0"," 6"," 23"," 14"," 22"," 2"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 5"," 10"," 2",214
"PENTEL PEN BLUE"," 2"," 3"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 4"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 2"," 4"," 0",27
"PENTEL PEN RED"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0",10
"PENTEL PEN WB BLACK"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 4"," 0"," 3"," 2"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 3"," 0"," 0"," 25"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 3"," 0",60
"PENTEL PEN WB BLUE"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0",18
"PENTEL PEN WB RED"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",4
"PILOT BX-V5 SIGNPEN BLACK"," 23"," 71"," 29"," 19"," 65"," 4"," 17"," 38"," 37"," 78"," 45"," 27"," 23"," 34"," 0"," 7"," 74"," 6"," 8"," 20"," 3"," 26"," 7"," 20"," 20"," 0"," 3"," 0"," 0"," 5"," 0"," 0"," 16"," 0"," 48"," 15"," 5",819
"PILOT BX-V5 SIGNPEN BLUE"," 96"," 139"," 27"," 9"," 91"," 0"," 12"," 14"," 32"," 51"," 40"," 2"," 3"," 14"," 0"," 7"," 75"," 2"," 3"," 17"," 1"," 21"," 3"," 9"," 0"," 2"," 0"," 0"," 0"," 9"," 0"," 0"," 16"," 0"," 13"," 13"," 5",741
"PILOT BX-V5 SIGNPEN GREEN"," 0"," 3"," 25"," 4"," 30"," 2"," 0"," 3"," 6"," 11"," 13"," 1"," 8"," 24"," 0"," 0"," 15"," 0"," 0"," 13"," 0"," 8"," 1"," 8"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 38"," 0",217
"PILOT BX-V5 SIGNPEN PURPLE"," 0"," 0"," 38"," 0"," 20"," 5"," 0"," 7"," 7"," 26"," 4"," 0"," 8"," 6"," 0"," 0"," 22"," 0"," 0"," 7"," 0"," 1"," 1"," 1"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 128"," 0",287
"PILOT BX-V5 SIGNPEN RED"," 52"," 72"," 8"," 18"," 27"," 5"," 12"," 1"," 0"," 0"," 4"," 1"," 7"," 7"," 0"," 0"," 12"," 0"," 0"," 5"," 0"," 8"," 1"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 12"," 37"," 0",304
"PILOT BX-V5 SIGNPEN RED"," 5"," 15"," 0"," 2"," 5"," 1"," 0"," 1"," 0"," 6"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 9"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 4"," 8"," 0",75
PUNCHER," 1"," 0"," 9"," 0"," 3"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 1"," 0"," 1"," 0"," 0",29
"RUBBER BAND BIG"," 10"," 3"," 0"," 0"," 10"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 5"," 0"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 12"," 2"," 0",50
"RUBBER BAND SMALL"," 0"," 0"," 10"," 2"," 21"," 3"," 0"," 0"," 3"," 3"," 4"," 7"," 0"," 18"," 0"," 1"," 7"," 0"," 0"," 7"," 0"," 0"," 18"," 8"," 1"," 0"," 3"," 0"," 0"," 1"," 0"," 0"," 4"," 0"," 71"," 71"," 15",321
RULER," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 4"," 0"," 0"," 2"," 0",18
SCISSOR," 1"," 0"," 0"," 1"," 6"," 0"," 0"," 0"," 0"," 3"," 4"," 2"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 3"," 0"," 0"," 8"," 2"," 5"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 6"," 0"," 0"," 4"," 0",55
"STABILO BLUE"," 1"," 13"," 1"," 0"," 5"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 4"," 0"," 0"," 7"," 0"," 0"," 1"," 0"," 5"," 4"," 2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 12"," 5"," 0",71
"STABILO GREEN"," 1"," 13"," 4"," 0"," 5"," 0"," 0"," 2"," 0"," 4"," 3"," 0"," 0"," 5"," 0"," 0"," 6"," 0"," 0"," 8"," 3"," 2"," 9"," 2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 10"," 0",89
"STABILO ORANGE"," 2"," 20"," 4"," 0"," 11"," 0"," 0"," 3"," 0"," 4"," 0"," 1"," 0"," 5"," 0"," 0"," 6"," 0"," 1"," 10"," 4"," 7"," 6"," 2"," 0"," 0"," 1"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 0"," 9"," 0",115
"STABILO PINK"," 2"," 16"," 8"," 2"," 2"," 0"," 0"," 0"," 0"," 2"," 1"," 2"," 0"," 5"," 0"," 0"," 6"," 0"," 0"," 8"," 1"," 2"," 17"," 0"," 4"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 15"," 6"," 0",116
"STABILO YELLOW"," 0"," 21"," 0"," 1"," 4"," 0"," 0"," 0"," 0"," 4"," 6"," 0"," 0"," 2"," 0"," 0"," 6"," 0"," 0"," 9"," 5"," 12"," 14"," 8"," 3"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 2"," 0"," 0"," 21"," 0",131
"STAMP PAD INK BLUE"," 3"," 4"," 1"," 0"," 7"," 3"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 17"," 4"," 0",48
"STAPLE WIRE BIG"," 32"," 55"," 25"," 25"," 60"," 5"," 0"," 13"," 7"," 26"," 7"," 8"," 0"," 44"," 0"," 0"," 38"," 0"," 0"," 26"," 1"," 15"," 64"," 20"," 0"," 10"," 0"," 0"," 0"," 10"," 0"," 0"," 57"," 0"," 75"," 29"," 0",684
"STAPLER #35 "," 1"," 0"," 6"," 3"," 8"," 3"," 0"," 0"," 1"," 0"," 5"," 1"," 0"," 3"," 0"," 0"," 3"," 0"," 0"," 9"," 0"," 0"," 10"," 3"," 1"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 10"," 0"," 0",75
"TAPE DISPENSER BIG"," 0"," 0"," 0"," 0"," 2"," 1"," 0"," 0"," 0"," 2"," 1"," 1"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 0"," 0"," 1",20
"TAPE DOUBLE ADHESIVE WITH FOAM"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0",27
"TAPE DOUBLE ADHESIVE WITHOUT FOAM"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 1"," 0",27
"TAPE MASKING"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 15"," 0"," 0"," 0"," 10"," 40"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",74
"TAPE MASKING 1"""," 15"," 1"," 20"," 4"," 8"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 21"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0",85
"TAPE PACKING 2'"," 15"," 36"," 0"," 0"," 0"," 10"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14"," 1"," 0"," 14"," 0"," 73"," 178"," 55"," 7"," 360"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 2",779
"TAPE SCOTCH 1'"," 0"," 52"," 95"," 20"," 15"," 11"," 1"," 26"," 23"," 27"," 32"," 8"," 2"," 45"," 0"," 5"," 85"," 1"," 0"," 65"," 7"," 19"," 65"," 30"," 15"," 400"," 1"," 0"," 0"," 9"," 0"," 0"," 42"," 0"," 18"," 16"," 11",1171
"TRANSMITTAL SHEET"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 2"," 5"," 2"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 5"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 1"," 0",29
"TRASH CAN"," 0"," 0"," 0"," 2"," 0"," 2"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0",19
ALCOHOL," 54"," 136"," 131"," 86"," 179"," 9"," 0"," 25"," 27"," 63"," 28"," 24"," 6"," 58"," 0"," 13"," 83"," 16"," 24"," 44"," 17"," 75"," 67"," 38"," 56"," 18"," 12"," 0"," 0"," 12"," 0"," 0"," 41"," 0"," 75"," 74"," 22",1591
Total,1582,2121,2384,993,3963,183,76,412,6359,18961,22613,8406,245,3078," 0",319,5553,67,55,1136,297,1490,3142,2188,560,2033,132," 0"," 0",727," 0",3,669," 0",670,1441,357,92215
